rule_id,signal,rule_type,pattern,universe,status,role_seed,side_seed,quality_seed,score_base,action,n,avg10d_pct,med10d_pct,fail10d_pct,source_file,notes
T5_SP500_REJECT_SEQ4_002,T5,REJECT_SEQ4,T2G|T2G|Z1G|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,27,-1.648,-1.508,33.333,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|Z1G; final = T5.
T5_SP500_REJECT_SEQ4_003,T5,REJECT_SEQ4,Z2G|T1|Z9|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,21,-0.795,-1.124,9.524,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T1|Z9; final = T5.
T5_SP500_REJECT_SEQ4_004,T5,REJECT_SEQ4,Z5|Z2G|Z2|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,21,-0.19,-0.794,19.048,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z5|Z2G|Z2; final = T5.
T5_SP500_REJECT_SEQ4_005,T5,REJECT_SEQ4,T2G|T2G|Z4|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,32,1.113,-0.358,9.375,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|Z4; final = T5.
T5_SP500_REJECT_SEQ4_006,T5,REJECT_SEQ4,T2G|T2G|Z9|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,28,1.397,-0.224,10.714,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|Z9; final = T5.
T5_SP500_REJECT_SEQ4_007,T5,REJECT_SEQ4,Z3|Z2G|Z2G|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,26,1.631,0.181,11.538,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z3|Z2G|Z2G; final = T5.
T5_SP500_REJECT_SEQ4_008,T5,REJECT_SEQ4,Z2|Z2|Z2G|T5,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,22,-1.867,0.307,27.273,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2|Z2|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_001,T5,SEQ4,Z3|T4|Z9|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,67,6.247,7.376,11.94,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z3|T4|Z9; final = T5.
T5_NASDAQ_GT5_SEQ4_002,T5,SEQ4,Z5|T4|Z9|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,44,4.56,5.24,11.364,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z5|T4|Z9; final = T5.
T5_NASDAQ_GT5_SEQ4_003,T5,SEQ4,T2|Z1G|Z2G|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,69,4.801,4.249,11.594,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2|Z1G|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_004,T5,SEQ4,T6|Z1G|Z2G|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,50,4.287,3.879,8.0,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T6|Z1G|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_005,T5,SEQ4,T10|Z1G|Z2G|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,46,3.09,3.86,19.565,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T10|Z1G|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_006,T5,SEQ4,Z2G|T1|Z3|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,46,2.686,3.195,28.261,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T1|Z3; final = T5.
T5_NASDAQ_GT5_SEQ4_007,T5,SEQ4,T2G|T2G|Z3|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,86,2.75,3.193,15.116,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|Z3; final = T5.
T5_NASDAQ_GT5_SEQ4_008,T5,SEQ4,T2G|Z5|Z2G|T5,NASDAQ_GT5,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,53,5.171,3.158,20.755,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|Z5|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_009,T5,SEQ4,T4|T2|Z9|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,51,3.597,3.063,9.804,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T4|T2|Z9; final = T5.
T5_NASDAQ_GT5_SEQ4_010,T5,SEQ4,T4|Z9|Z2G|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,63,6.236,3.023,26.984,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T4|Z9|Z2G; final = T5.
T5_NASDAQ_GT5_SEQ4_011,T5,SEQ4,T2|T2G|Z1|T5,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,50,5.713,2.765,16.0,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2|T2G|Z1; final = T5.
T5_NASDAQ_GT5_SEQ4_012,T5,SEQ4,T4|Z3|Z2G|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,47,0.548,2.76,25.532,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T4|Z3|Z2G; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_001,T5,REJECT_SEQ4,Z2G|T9|Z4|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,42,-2.892,-2.738,33.333,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T9|Z4; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_002,T5,REJECT_SEQ4,Z2G|Z2|Z2|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,68,-4.657,-2.372,36.765,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2|Z2; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_003,T5,REJECT_SEQ4,Z3|Z2|Z2G|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,57,-0.343,-2.35,26.316,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z3|Z2|Z2G; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_004,T5,REJECT_SEQ4,Z2G|Z2|Z2G|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,102,0.265,-2.172,35.294,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2|Z2G; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_005,T5,REJECT_SEQ4,Z2G|T4|Z9|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,65,-2.042,-2.143,27.692,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T4|Z9; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_006,T5,REJECT_SEQ4,T3|T2G|Z9|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,49,0.789,-2.113,26.531,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T3|T2G|Z9; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_007,T5,REJECT_SEQ4,Z1|Z2|Z2G|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,43,-0.95,-1.768,37.209,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z1|Z2|Z2G; final = T5.
T5_NASDAQ_GT5_REJECT_SEQ4_008,T5,REJECT_SEQ4,T2|Z3|Z2|T5,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,72,0.54,-1.631,16.667,T5_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2|Z3|Z2; final = T5.
T6_BASELINE_SP500,T6,BASELINE,T6,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,,,0.515,19.248,T6_analytics.docx,"n=3,564 | rr=0.989"
T6_BASELINE_NASDAQ_GT5,T6,BASELINE,T6,NASDAQ >$5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,,,0.098,24.025,T6_analytics.docx,"n=12,287 | rr=1.319"
T6_SP500_COMPOSITE_001,T6,COMPOSITE,T6L12NB,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,190,1.878,1.371,15.789,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_002,T6,COMPOSITE,T6L12NDP,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,354,1.805,1.31,18.927,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_003,T6,COMPOSITE,T6L34NB,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,247,1.329,1.21,15.789,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_004,T6,COMPOSITE,T6L34NH,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,47,0.606,0.885,19.149,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_005,T6,COMPOSITE,T6L3EB,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,538,1.348,0.816,18.587,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_006,T6,COMPOSITE,T6L12NUR,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,235,0.802,0.814,18.298,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_007,T6,COMPOSITE,T6L12NH,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,145,1.457,0.805,10.345,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_008,T6,COMPOSITE,T6L12EB,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,279,0.891,0.52,19.355,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_009,T6,COMPOSITE,T6L34NDP,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,232,1.081,0.185,13.793,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_010,T6,COMPOSITE,T6L34NUR,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,160,0.493,0.112,17.5,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_011,T6,COMPOSITE,T6L3EUR,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,528,-0.073,0.003,21.97,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_COMPOSITE_012,T6,COMPOSITE,T6L12EUR,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,560,-0.885,-0.475,26.071,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_REJECT_COMPOSITE_001,T6,REJECT_COMPOSITE,T6L12EUR,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,560,-0.885,-0.475,26.071,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_001,T6,COMPOSITE,T6L12NB,NASDAQ_GT5,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,517,2.144,1.414,18.956,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_002,T6,COMPOSITE,T6L12NDP,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,1054,1.473,0.947,23.909,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_003,T6,COMPOSITE,T6L2NB,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,36,-1.621,0.697,13.889,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_004,T6,COMPOSITE,T6L34NB,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,735,0.689,0.648,23.673,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_005,T6,COMPOSITE,T6L34NDP,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,737,0.595,0.519,23.338,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_006,T6,COMPOSITE,T6L34NUR,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,558,0.535,0.432,25.986,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_007,T6,COMPOSITE,T6L4NH,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,127,1.123,0.2,4.724,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_008,T6,COMPOSITE,T6L4NDP,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,173,0.393,0.195,12.717,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_009,T6,COMPOSITE,T6L4NUR,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,75,3.478,0.187,18.667,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_010,T6,COMPOSITE,T6L2NDP,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,167,0.057,0.185,12.575,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_011,T6,COMPOSITE,T6L4NB,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,84,-0.248,0.172,13.095,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_COMPOSITE_012,T6,COMPOSITE,T6L2NH,NASDAQ_GT5,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,240,-1.101,0.124,10.0,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_REJECT_COMPOSITE_001,T6,REJECT_COMPOSITE,T6L12NUR,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,718,-0.95,-0.083,27.577,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_REJECT_COMPOSITE_002,T6,REJECT_COMPOSITE,T6L12EUR,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,1487,1.533,-0.167,23.537,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_REJECT_COMPOSITE_003,T6,REJECT_COMPOSITE,T6L34NH,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,280,0.328,-0.177,22.857,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_NASDAQ_GT5_REJECT_COMPOSITE_004,T6,REJECT_COMPOSITE,T6L3EUR,NASDAQ_GT5,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,1912,-0.602,-0.693,29.707,T6_analytics.docx,Composite rule seed from T6_analytics.docx
T6_SP500_SEQ4_001,T6,SEQ4,Z4|Z2|T9|T6,SP500,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,21,2.327,2.723,9.524,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z4|Z2|T9; final = T6.
T6_SP500_SEQ4_002,T6,SEQ4,Z2|T1|T2G|T6,SP500,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,21,4.798,2.038,9.524,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2|T1|T2G; final = T6.
T6_SP500_SEQ4_003,T6,SEQ4,Z2G|Z2|T9|T6,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,27,2.731,1.387,11.111,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2|T9; final = T6.
T6_SP500_SEQ4_004,T6,SEQ4,T9|T2G|T2G|T6,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,20,0.639,1.34,15.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T9|T2G|T2G; final = T6.
T6_SP500_SEQ4_005,T6,SEQ4,T2G|T2|T2G|T6,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,50,2.21,0.998,10.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2|T2G; final = T6.
T6_SP500_SEQ4_006,T6,SEQ4,Z2G|Z2G|T5|T6,SP500,GOOD,BULL_B,BULLISH_TRIGGER,GOOD,55,Bullish trigger candidate; needs context confirmation.,22,-0.898,0.876,18.182,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2G|T5; final = T6.
T6_SP500_SEQ4_007,T6,SEQ4,T1|T2G|T2G|T6,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,21,0.558,0.621,9.524,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T1|T2G|T2G; final = T6.
T6_SP500_SEQ4_008,T6,SEQ4,T2G|T2G|T2G|T6,SP500,AVERAGE,BULL_WATCH,BULLISH_CONTEXT,AVERAGE,35,Average T signal; use only with confirming composite/sequence/EMA/price-position.,42,0.709,0.324,16.667,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|T2G; final = T6.
T6_SP500_SEQ4_009,T6,SEQ4,T2|T2G|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,33,0.905,-0.359,24.242,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2|T2G|T2G; final = T6.
T6_SP500_SEQ4_010,T6,SEQ4,Z2G|T1|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,30,0.298,-0.463,20.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T1|T2G; final = T6.
T6_SP500_SEQ4_011,T6,SEQ4,T2G|T2G|T10|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,25,1.699,-0.489,16.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|T10; final = T6.
T6_SP500_REJECT_SEQ4_001,T6,REJECT_SEQ4,T2G|T2G|T10|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,25,1.699,-0.489,16.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|T10; final = T6.
T6_SP500_REJECT_SEQ4_002,T6,REJECT_SEQ4,Z2G|T1|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,30,0.298,-0.463,20.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|T1|T2G; final = T6.
T6_SP500_REJECT_SEQ4_003,T6,REJECT_SEQ4,T2|T2G|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,33,0.905,-0.359,24.242,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2|T2G|T2G; final = T6.
T6_SP500_REJECT_SEQ4_004,T6,REJECT_SEQ4,T2G|T2G|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,42,0.709,0.324,16.667,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2G|T2G; final = T6.
T6_SP500_REJECT_SEQ4_005,T6,REJECT_SEQ4,T1|T2G|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,21,0.558,0.621,9.524,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T1|T2G|T2G; final = T6.
T6_SP500_REJECT_SEQ4_006,T6,REJECT_SEQ4,Z2G|Z2G|T5|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,22,-0.898,0.876,18.182,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2G|T5; final = T6.
T6_SP500_REJECT_SEQ4_007,T6,REJECT_SEQ4,T2G|T2|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,50,2.21,0.998,10.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T2G|T2|T2G; final = T6.
T6_SP500_REJECT_SEQ4_008,T6,REJECT_SEQ4,T9|T2G|T2G|T6,SP500,REJECT,SHORT_WATCH,BEARISH_CANDIDATE,REJECT,-40,Long-reject pattern. Promote to SHORT_GO only after breakdown confirmation.,20,0.639,1.34,15.0,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = T9|T2G|T2G; final = T6.
T6_NASDAQ_GT5_SEQ4_001,T6,SEQ4,Z2|T1|T2G|T6,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,55,7.957,5.123,16.364,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2|T1|T2G; final = T6.
T6_NASDAQ_GT5_SEQ4_002,T6,SEQ4,Z2G|Z2G|T9|T6,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,74,6.398,3.672,18.919,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2G|Z2G|T9; final = T6.
T6_NASDAQ_GT5_SEQ4_003,T6,SEQ4,Z2|T9|T2G|T6,NASDAQ_GT5,STRONG,BULL_A,BULLISH_TRIGGER,STRONG,70,High-priority bullish trigger candidate if context/price-position agrees.,46,6.085,2.485,19.565,T6_analytics.docx,Unrestricted 4-bar sequence seed. Prior 3 = Z2|T9|T2G; final = T6.
